event_timestamp,user_pseudo_id,session_id,event_name,country,category,source,medium,campaign
2021-01-01,1160488.2375923167,2309154775,add_payment_info,Portugal,desktop,(direct),(none),(direct)
2021-01-01,1160488.2375923167,2309154775,session_start,Portugal,desktop,(direct),(none),(direct)
2021-01-01,1164648.0319944302,1766068814,session_start,China,desktop,<Other>,<Other>,<Other>
2021-01-01,1168297.2853699605,3798089501,session_start,Singapore,mobile,<Other>,<Other>,<Other>
2021-01-01,1170405.4925804370,9092115823,session_start,Saudi Arabia,desktop,(direct),(none),(direct)
2021-01-01,1174066.6437027818,2522012475,session_start,Colombia,mobile,google,organic,(organic)
2021-01-01,1178889.6850461952,7909426854,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,1188134.8498680538,2255400706,add_shipping_info,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,1188134.8498680538,2255400706,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,1205590.2516186397,3960052399,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,1211099.8247563235,5848493186,session_start,Israel,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,1211099.8247563235,5848493186,view_item,Israel,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,1213932.4846099850,3221922328,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,1215465.1474478000,9658556041,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,1218586.5350251990,3929885431,session_start,United States,mobile,google,organic,(organic)
2021-01-01,1240786.8917310160,6583197440,session_start,Egypt,desktop,google,organic,(organic)
2021-01-01,1255322.2973246181,9321758574,session_start,United States,tablet,(direct),(none),(direct)
2021-01-01,1259302.9069938124,1750788694,session_start,Mexico,mobile,<Other>,<Other>,<Other>
2021-01-01,1269423.6724500672,5091990118,session_start,Canada,desktop,<Other>,<Other>,<Other>
2021-01-01,1269423.6724500672,8641578606,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,1275797.1936238018,2286242601,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,1277765.6068129494,4959335676,session_start,Indonesia,mobile,google,organic,(organic)
2021-01-01,1296701.2382814729,6996028570,session_start,China,desktop,(direct),(none),(direct)
2021-01-01,1308776.9803994658,6224457953,session_start,Canada,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,1318624.9067804638,3089465230,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1320187.6719997668,4498181181,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,1326289.2331853598,3816836229,session_start,Japan,desktop,<Other>,organic,(organic)
2021-01-01,1333091.0887566663,3379137315,session_start,Singapore,mobile,google,cpc,<Other>
2021-01-01,1352892.5937639189,3653972488,view_item,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,1352892.5937639189,3653972488,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,1375005.2583322863,9487048080,view_item,Ukraine,tablet,(direct),(none),(direct)
2021-01-01,1375005.2583322863,9487048080,session_start,Ukraine,tablet,(direct),(none),(direct)
2021-01-01,1382535.7283137323,5864662258,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1385112.5897617274,7468244588,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1396456.6482506733,6581710762,session_start,United Kingdom,desktop,<Other>,referral,(referral)
2021-01-01,1401649.9529464111,1141362209,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,1422161.0871788362,9356347962,session_start,Poland,desktop,google,organic,(organic)
2021-01-01,1437260.5988606411,9093199627,session_start,Canada,mobile,<Other>,<Other>,<Other>
2021-01-01,1448835.0934102497,5947281866,session_start,India,desktop,<Other>,organic,(organic)
2021-01-01,1453555.6810069410,809253913,session_start,Singapore,desktop,<Other>,<Other>,<Other>
2021-01-01,1453951.1387928223,7546152968,session_start,Romania,mobile,<Other>,organic,(organic)
2021-01-01,1456890.1673716823,8094651620,session_start,China,mobile,<Other>,<Other>,<Other>
2021-01-01,1459436.8826692932,2208833529,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,1473136.1149103090,1505510992,view_item,India,desktop,<Other>,referral,(referral)
2021-01-01,1473136.1149103090,1505510992,session_start,India,desktop,<Other>,referral,(referral)
2021-01-01,1485472.4390061373,7526325224,session_start,South Korea,mobile,<Other>,organic,(organic)
2021-01-01,1499810.5142637849,7369280033,session_start,United Arab Emirates,mobile,(direct),(none),(direct)
2021-01-01,1501018.3808301483,3805027957,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,1503421.5168556763,7338891160,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-01,1515646.3111272928,7188747245,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1518831.1475327211,9728905665,session_start,United Kingdom,mobile,(direct),(none),(direct)
2021-01-01,1519124.8641457524,3383898401,session_start,Poland,desktop,(direct),(none),(direct)
2021-01-01,1534689.9343310805,1613610074,session_start,Spain,mobile,(direct),(none),(direct)
2021-01-01,1539940.5253610440,3784091041,session_start,Canada,mobile,google,organic,(organic)
2021-01-01,1543004.7243225422,494087150,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,1550901.3980286554,4389822996,session_start,Germany,desktop,<Other>,<Other>,<Other>
2021-01-01,1564015.6880680172,3545644716,session_start,Germany,desktop,(direct),(none),(direct)
2021-01-01,1575061.4789497906,5857726879,session_start,Israel,desktop,(direct),(none),(direct)
2021-01-01,1582390.8206269591,4301857184,session_start,China,mobile,(direct),(none),(direct)
2021-01-01,1616136.8949543878,1242539127,session_start,United States,mobile,google,organic,(organic)
2021-01-01,1619900.3195973863,5325646137,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,1620024.8966870933,8365675094,session_start,South Africa,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,1646722.0078157231,5631304562,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1646722.0078157231,5631304562,view_item,United States,desktop,google,organic,(organic)
2021-01-01,1674937.2501954408,9299391821,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,1674937.2501954408,9626773807,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,1677450.9117017807,3958608664,session_start,Japan,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,1680043.1145812114,7132832099,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,1684301.4109152707,7343558582,session_start,Poland,desktop,google,organic,(organic)
2021-01-01,1684301.4109152707,4373395713,session_start,Poland,desktop,<Other>,referral,(referral)
2021-01-01,1684301.4109152707,1537632846,session_start,Poland,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,1688147.2939632391,1630555263,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1693134.9790437518,1936689396,session_start,Cyprus,desktop,(direct),(none),(direct)
2021-01-01,1694910.7733232660,9097435892,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,1699037.5870634483,430911037,session_start,Thailand,mobile,<Other>,<Other>,<Other>
2021-01-01,1707918.4797422153,1375423955,session_start,Portugal,desktop,google,organic,(organic)
2021-01-01,1713530.3382800695,591338289,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1719564.6333875501,362678780,session_start,Japan,mobile,(direct),(none),(direct)
2021-01-01,1729803.5105688857,8197637615,session_start,Russia,desktop,google,cpc,<Other>
2021-01-01,1734528.1974041204,6750341790,session_start,United Arab Emirates,mobile,google,organic,(organic)
2021-01-01,1745072.0004799132,5694474550,session_start,Taiwan,desktop,google,organic,(organic)
2021-01-01,1745171.2191701968,3962212987,session_start,United Kingdom,mobile,(direct),(none),(direct)
2021-01-01,1749246.8534368616,5602938434,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,1759212.2216007988,5330860915,session_start,Belarus,desktop,google,organic,(organic)
2021-01-01,1762263.6990880514,3388186574,session_start,(not set),mobile,<Other>,referral,(referral)
2021-01-01,1765594.3047173009,9837474407,session_start,Azerbaijan,desktop,<Other>,referral,(referral)
2021-01-01,1784794.0627143380,8503271566,session_start,France,mobile,<Other>,referral,(referral)
2021-01-01,1804199.2014328535,6469310086,session_start,United States,desktop,google,organic,(organic)
2021-01-01,1820733.6464417466,443026896,session_start,Greece,mobile,(direct),(none),(direct)
2021-01-01,1829763.3860332334,8175425645,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,1846974.0316175078,1031701637,session_start,Brazil,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,1846974.0316175078,3703303814,session_start,Brazil,mobile,google,cpc,<Other>
2021-01-01,1846974.0316175078,2795847436,session_start,Brazil,mobile,(direct),(none),(direct)
2021-01-01,1859470.4546513665,6051241603,session_start,France,mobile,google,organic,(organic)
2021-01-01,1884090.9722372635,6670308402,session_start,Russia,desktop,google,cpc,<Other>
2021-01-01,1886250.8920156183,8314219706,session_start,Jordan,mobile,(direct),(none),(direct)
2021-01-01,1958116.3750166429,7667482919,session_start,Japan,mobile,google,organic,(organic)
2021-01-01,1958256.0896241884,9525549038,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,1961265.4757052307,7339680526,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,1967725.7354072666,3518232752,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,1990491.3893000361,9350336961,session_start,Spain,desktop,google,organic,(organic)
2021-01-01,1993768.0582544668,802275215,session_start,Norway,desktop,<Other>,<Other>,<Other>
2021-01-01,1999213.1832096854,2261938516,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,2007362.2149327588,5130902771,session_start,Australia,desktop,<Other>,<Other>,<Other>
2021-01-01,2007362.2149327588,733987619,session_start,Australia,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,2007867.8957787066,4239107269,session_start,Canada,mobile,google,organic,(organic)
2021-01-01,2019465.0056495205,7996091029,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2029664.5317923957,2030715840,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2041235.3400307589,5348148218,session_start,United States,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2044855.8624761839,9706832139,session_start,India,mobile,google,organic,(organic)
2021-01-01,2077981.6202330137,5907612374,session_start,Saudi Arabia,desktop,google,organic,(organic)
2021-01-01,2084772.9471491241,4076787853,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-01,2091407.8804833129,2940065254,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,2102395.6721696580,9761992138,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2102395.6721696580,9761992138,view_item,United States,mobile,google,organic,(organic)
2021-01-01,2142722.9676010623,372203361,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,2142722.9676010623,372203361,view_item,Canada,mobile,(direct),(none),(direct)
2021-01-01,2150276.2168438227,3016127592,session_start,China,desktop,<Other>,referral,(referral)
2021-01-01,2157133.5876722467,5551117775,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,2157133.5876722467,5551117775,view_item,United States,desktop,(direct),(none),(direct)
2021-01-01,2159725.7481437355,8310836321,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,2165252.0147518395,5591873955,session_start,Canada,mobile,<Other>,<Other>,<Other>
2021-01-01,2167343.6164963557,9767561213,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,2168528.2202958861,3188009005,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2194957.7885097322,389808993,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2228172.7936687802,4821328811,session_start,Germany,mobile,<Other>,referral,(referral)
2021-01-01,2244553.9738621373,6011508410,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2245992.8909040661,4913748202,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2247846.3358362547,9403881700,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2263288.5212004372,3308590472,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2264573.5209212671,6408937149,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2268837.3082004933,6595672103,session_start,Taiwan,desktop,<Other>,referral,(referral)
2021-01-01,2272023.1096248377,8914250956,session_start,Belgium,desktop,(direct),(none),(direct)
2021-01-01,2275476.3701234224,7576790207,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2290904.3176780756,2103038679,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,2304235.4728947355,280911245,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2311908.3797713386,1971704752,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,2322051.0966144624,5675891490,session_start,(not set),desktop,google,organic,(organic)
2021-01-01,2327547.5435328629,8526962095,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2329161.7120010083,9551985042,session_start,Israel,desktop,<Other>,<Other>,<Other>
2021-01-01,2329161.7120010083,9759702848,session_start,Israel,desktop,google,organic,(organic)
2021-01-01,2340587.9439563847,833604411,session_start,Colombia,mobile,<Other>,<Other>,<Other>
2021-01-01,2344300.8375944627,5605351390,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,2362829.7919429820,7855273009,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2375215.3636092839,88134671,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2376646.7974930863,2327385935,session_start,(not set),desktop,google,organic,(organic)
2021-01-01,2378480.6534474606,6281760342,session_start,United Kingdom,desktop,<Other>,<Other>,<Other>
2021-01-01,2382451.4611706340,6969401988,session_start,Spain,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2384902.1644296925,3099172814,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,2411763.0850272555,8224642241,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,2417078.3361324500,2090143544,session_start,United States,desktop,<Other>,organic,(organic)
2021-01-01,2432374.8482039518,6784694714,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,2437853.8047077377,3268706094,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,2438148.3441039719,3710455779,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,2463849.3270043637,5742420380,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2484010.5620979211,334429474,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,2485922.5515109543,4434887731,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2486846.9299481244,5541410299,session_start,Spain,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2489685.1683265365,442540377,session_start,(not set),desktop,google,organic,(organic)
2021-01-01,2492721.1881800375,6421098312,session_start,Ireland,desktop,(direct),(none),(direct)
2021-01-01,2501661.0331987453,8815115188,session_start,Indonesia,mobile,(direct),(none),(direct)
2021-01-01,2506075.7314444580,8364112665,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,2539661.0024435471,3873095083,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,2560700.2802998477,4059779943,session_start,South Korea,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2563982.7084295364,2677098342,session_start,Singapore,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,2578870.7901059159,1761277891,session_start,Mexico,mobile,<Other>,<Other>,<Other>
2021-01-01,2589245.5979068367,1787172126,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2599362.6005762632,8140771945,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2613632.7561400432,5835517583,session_start,Netherlands,desktop,<Other>,<Other>,<Other>
2021-01-01,2627874.7977372146,2034550264,session_start,China,desktop,(direct),(none),(direct)
2021-01-01,2630765.5704087315,6310224051,session_start,Ukraine,desktop,<Other>,<Other>,<Other>
2021-01-01,2648480.7456264429,8826278828,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,2655279.4923479690,812895137,session_start,India,mobile,(direct),(none),(direct)
2021-01-01,2681967.7844689964,6717148116,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2683925.9434937492,5333480912,session_start,Sweden,desktop,(direct),(none),(direct)
2021-01-01,2687473.9692412289,6551670155,session_start,India,mobile,google,organic,(organic)
2021-01-01,2691270.4995570828,221141919,session_start,Argentina,mobile,<Other>,<Other>,<Other>
2021-01-01,2692657.2939750667,756569980,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2694084.5852510731,2731251821,session_start,India,mobile,<Other>,<Other>,<Other>
2021-01-01,2709449.6736747839,7011657093,session_start,Israel,mobile,google,organic,(organic)
2021-01-01,2712864.2294346749,7707657751,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,2719657.8629194725,6515267374,session_start,France,mobile,google,organic,(organic)
2021-01-01,2719657.8629194725,2120064728,session_start,France,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,2719657.8629194725,6515267374,view_item,France,mobile,google,organic,(organic)
2021-01-01,2739425.0432989823,8836851606,session_start,Taiwan,mobile,google,organic,(organic)
2021-01-01,2746195.3557509904,4130469177,session_start,India,desktop,<Other>,<Other>,<Other>
2021-01-01,2746195.3557509904,3286755542,session_start,India,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,2748139.1358063966,9945804099,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,2754697.4847843626,5883126365,session_start,France,desktop,google,organic,(organic)
2021-01-01,2755973.1582682668,9023026857,session_start,United States,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2767600.1190297171,1798513215,session_start,Canada,mobile,<Other>,referral,(referral)
2021-01-01,2776706.0228802998,6448313734,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,2776706.0228802998,6448313734,view_item,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,2779137.7674526641,8917221198,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2781408.6267522276,1140157901,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,2783014.3813479767,2487737830,add_payment_info,Brazil,desktop,google,organic,(organic)
2021-01-01,2783014.3813479767,2487737830,view_item,Brazil,desktop,google,organic,(organic)
2021-01-01,2783014.3813479767,2487737830,add_shipping_info,Brazil,desktop,google,organic,(organic)
2021-01-01,2783014.3813479767,2487737830,session_start,Brazil,desktop,google,organic,(organic)
2021-01-01,2795133.4288865632,2424440929,view_item,Turkey,mobile,(direct),(none),(direct)
2021-01-01,2795133.4288865632,2424440929,session_start,Turkey,mobile,(direct),(none),(direct)
2021-01-01,2795240.3198638943,2160135444,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2796100.1284437751,5112847578,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,2803851.7451929280,5146630659,session_start,Peru,desktop,<Other>,<Other>,<Other>
2021-01-01,2810822.2085903402,9725073729,session_start,United Kingdom,mobile,google,organic,(organic)
2021-01-01,2821509.2290888995,7195451180,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,2821509.2290888995,7195451180,view_item,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,2838667.1045753224,1371733214,session_start,India,tablet,<Other>,organic,(organic)
2021-01-01,2839647.6325562515,1921137733,session_start,New Zealand,mobile,(direct),(none),(direct)
2021-01-01,2842598.5931018472,8646304392,session_start,India,desktop,google,organic,(organic)
2021-01-01,2844832.0483599899,6569436501,session_start,India,mobile,<Other>,referral,(referral)
2021-01-01,2849086.2703560041,1677494614,session_start,Canada,desktop,<Other>,<Other>,<Other>
2021-01-01,2856545.1057637132,1483227465,session_start,Canada,desktop,google,organic,(organic)
2021-01-01,2856545.1057637132,29879665,view_item,Canada,desktop,(direct),(none),(direct)
2021-01-01,2856545.1057637132,29879665,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,2873742.8991614203,8046449461,session_start,Iceland,desktop,google,organic,(organic)
2021-01-01,2882177.0250975565,8993123341,session_start,Finland,mobile,<Other>,<Other>,<Other>
2021-01-01,2885429.0157235569,2025770490,view_item,(not set),desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2885429.0157235569,2025770490,session_start,(not set),desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2892944.4318946076,7603772483,session_start,United States,desktop,google,cpc,<Other>
2021-01-01,2893808.1269182675,1129358579,session_start,Vietnam,desktop,(direct),(none),(direct)
2021-01-01,2908071.3197159392,3253148109,session_start,Singapore,desktop,google,organic,(organic)
2021-01-01,2910024.9071648144,1897060906,session_start,Canada,desktop,(direct),(none),(direct)
2021-01-01,2912682.3106786643,5116734422,session_start,France,mobile,google,organic,(organic)
2021-01-01,2913205.0530257308,8162033536,session_start,India,desktop,<Other>,referral,(referral)
2021-01-01,2914301.0348640426,2416034356,session_start,Austria,desktop,google,organic,(organic)
2021-01-01,2916336.4829526738,166692606,session_start,United States,mobile,(data deleted),(data deleted),(data deleted)
2021-01-01,2917194.9600461127,5570754509,session_start,United States,mobile,google,organic,(organic)
2021-01-01,2917834.9881423689,5441607961,session_start,United States,desktop,google,organic,(organic)
2021-01-01,2938826.3390148112,9569643036,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,2952066.5004557428,6366683651,session_start,Germany,desktop,<Other>,<Other>,<Other>
2021-01-01,2965622.6326568063,8316624763,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,2973917.2072647263,5621169603,session_start,Switzerland,mobile,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,2979122.8002670631,6779805579,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,3001110.3208062401,2200327537,view_item,Norway,mobile,google,organic,(organic)
2021-01-01,3001110.3208062401,2200327537,session_start,Norway,mobile,google,organic,(organic)
2021-01-01,3007601.9537396348,2942372942,session_start,South Korea,mobile,(direct),(none),(direct)
2021-01-01,3017509.1296773380,9217767531,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,3022409.8765357635,989182876,session_start,United States,mobile,google,organic,(organic)
2021-01-01,3024189.6101670146,7845779030,session_start,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,3024189.6101670146,7845779030,view_item,United States,mobile,<Other>,<Other>,<Other>
2021-01-01,3027107.9482352721,3647307730,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,3028781.2091495833,6201453660,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,3038064.1337656016,9087748106,session_start,United States,desktop,google,organic,(organic)
2021-01-01,3053669.9263927930,8116034156,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,3055314.8442482614,1347010670,session_start,Venezuela,desktop,(direct),(none),(direct)
2021-01-01,3058967.2730251282,7743108756,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,3058967.2730251282,4219240485,session_start,United States,desktop,(direct),(none),(direct)
2021-01-01,3058967.2730251282,7743108756,view_item,United States,desktop,(direct),(none),(direct)
2021-01-01,3059739.3349984598,925391404,session_start,United Kingdom,desktop,(direct),(none),(direct)
2021-01-01,3067110.2430706696,5386438520,session_start,Sweden,desktop,<Other>,organic,(organic)
2021-01-01,3071174.0445612133,6914187686,session_start,Germany,mobile,<Other>,referral,(referral)
2021-01-01,3071789.9352232891,7623667744,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,3080224.3554853323,5120822462,session_start,Canada,mobile,(direct),(none),(direct)
2021-01-01,3080530.8466730500,539598307,session_start,United States,mobile,(direct),(none),(direct)
2021-01-01,3084839.1075146820,4975398802,session_start,India,desktop,shop.googlemerchandisestore.com,referral,(referral)
2021-01-01,3085295.3644476516,3039721231,session_start,Russia,desktop,(direct),(none),(direct)
2021-01-01,3092109.1666656387,744811071,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,3134983.8555001541,3324545483,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,3149868.5539413842,2130405351,session_start,Singapore,desktop,(direct),(none),(direct)
2021-01-01,3158627.0434170250,8668638483,session_start,United States,desktop,google,organic,(organic)
2021-01-01,3160960.1631301259,8560890255,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,3168155.2539701733,3383868277,session_start,United States,mobile,google,organic,(organic)
2021-01-01,3186081.3790394525,5029189299,session_start,United States,desktop,<Other>,<Other>,<Other>
2021-01-01,3193679.0282666132,4423144670,session_start,United States,desktop,google,organic,(organic)
2021-01-01,3195953.1676635966,4005933904,session_start,Spain,desktop,(direct),(none),(direct)
2021-01-01,3203474.4486080556,8258991276,session_start,United States,desktop,<Other>,referral,(referral)
2021-01-01,3205524.3451816980,9226776902,session_start,United States,mobile,google,organic,(organic)
2021-01-01,3213363.3651446553,7040667602,session_start,Canada,desktop,google,organic,(organic)
2021-01-01,3215534.5876119688,3676338992,session_start,United States,mobile,<Other>,referral,(referral)
2021-01-01,3218982.5426906645,4485173227,session_start,India,desktop,(data deleted),(data deleted),(data deleted)
2021-01-01,3218982.5426906645,1894405936,session_start,India,desktop,(direct),(none),(direct)
2021-01-01,3234944.4290037633,4302327913,session_start,United States,desktop,google,organic,(organic)
2021-01-01,3237903.1713249250,3892574084,session_start,Chile,mobile,<Other>,<Other>,<Other>
2021-01-01,3247861.1783343704,3690229488,session_start,Albania,mobile,google,organic,(organic)
2021-01-01,3249140.7819642786,5874130102,session_start,China,desktop,google,organic,(organic)
