event_date,ssource,medium,campaign,event_name,user_sessions_count,visit_to_cart,visit_to_checkout,visit_to_purchase
2020-11-29,(data deleted),(data deleted),(data deleted),add_to_cart,21,0.047619047619047616,0,0
2020-11-01,google,organic,(organic),session_start,821,0,0,0
2020-11-01,(data deleted),(data deleted),(data deleted),session_start,122,0,0,0
2020-11-01,shop.googlemerchandisestore.com,referral,(referral),session_start,211,0,0,0
2020-11-01,google,cpc,<Other>,session_start,107,0,0,0
2020-11-01,(direct),(none),(direct),session_start,609,0,0,0
2020-11-01,<Other>,<Other>,<Other>,session_start,365,0,0,0
2020-11-01,<Other>,organic,(organic),session_start,88,0,0,0
2020-11-01,<Other>,referral,(referral),session_start,254,0,0,0
2020-11-01,(direct),(none),(direct),begin_checkout,23,0,0.043478260869565216,0
2020-11-01,(data deleted),(data deleted),(data deleted),begin_checkout,6,0,0.16666666666666666,0
2020-11-01,<Other>,(data deleted),(data deleted),session_start,3,0,0,0
2020-11-01,google,organic,(organic),begin_checkout,22,0,0.045454545454545456,0
2020-11-01,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,16,0,0.0625,0
2020-11-01,(data deleted),(data deleted),<Other>,session_start,1,0,0,0
2020-11-01,google,organic,(organic),purchase,2,0,0,0.5
2020-11-01,shop.googlemerchandisestore.com,referral,(referral),purchase,2,0,0,0.5
2020-11-01,(data deleted),(data deleted),(data deleted),purchase,1,0,0,1
2020-11-01,(direct),(none),(direct),purchase,5,0,0,0.2
2020-11-09,google,organic,(organic),session_start,968,0,0,0
2020-11-09,shop.googlemerchandisestore.com,referral,(referral),session_start,263,0,0,0
2020-11-09,<Other>,organic,(organic),session_start,90,0,0,0
2020-11-09,(data deleted),(data deleted),(data deleted),session_start,230,0,0,0
2020-11-09,(direct),(none),(direct),session_start,784,0,0,0
2020-11-09,<Other>,<Other>,<Other>,session_start,454,0,0,0
2020-11-09,(data deleted),(data deleted),(data deleted),begin_checkout,12,0,0.083333333333333329,0
2020-11-09,(direct),(none),(direct),begin_checkout,42,0,0.023809523809523808,0
2020-11-09,<Other>,referral,(referral),session_start,293,0,0,0
2020-11-09,google,organic,(organic),begin_checkout,37,0,0.027027027027027029,0
2020-11-09,<Other>,(data deleted),(data deleted),session_start,8,0,0,0
2020-11-09,<Other>,referral,(referral),begin_checkout,10,0,0.1,0
2020-11-09,google,cpc,<Other>,session_start,121,0,0,0
2020-11-09,<Other>,<Other>,<Other>,begin_checkout,18,0,0.055555555555555552,0
2020-11-09,google,cpc,<Other>,begin_checkout,4,0,0.25,0
2020-11-09,(direct),(none),(direct),purchase,11,0,0,0.090909090909090912
2020-11-09,google,organic,(organic),purchase,10,0,0,0.1
2020-11-09,<Other>,<Other>,<Other>,purchase,6,0,0,0.16666666666666666
2020-11-09,shop.googlemerchandisestore.com,referral,(referral),purchase,5,0,0,0.2
2021-01-13,(direct),(none),(direct),session_start,1072,0,0,0
2021-01-13,<Other>,<Other>,<Other>,session_start,675,0,0,0
2021-01-13,shop.googlemerchandisestore.com,referral,(referral),session_start,319,0,0,0
2021-01-13,<Other>,referral,(referral),session_start,423,0,0,0
2021-01-13,google,organic,(organic),session_start,1370,0,0,0
2021-01-13,(data deleted),(data deleted),(data deleted),session_start,236,0,0,0
2021-01-13,google,cpc,<Other>,session_start,215,0,0,0
2021-01-13,<Other>,organic,(organic),session_start,146,0,0,0
2021-01-13,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,7,0,0.14285714285714285,0
2021-01-13,(data deleted),(data deleted),(data deleted),begin_checkout,12,0,0.083333333333333329,0
2021-01-13,(data deleted),(data deleted),(data deleted),purchase,7,0,0,0.14285714285714285
2021-01-13,<Other>,<Other>,<Other>,add_to_cart,22,0.045454545454545456,0,0
2021-01-13,google,organic,(organic),begin_checkout,33,0,0.030303030303030304,0
2021-01-13,google,organic,(organic),add_to_cart,59,0.016949152542372881,0,0
2021-01-13,google,organic,(organic),purchase,8,0,0,0.125
2021-01-13,google,cpc,<Other>,purchase,2,0,0,0.5
2021-01-13,<Other>,referral,(referral),begin_checkout,9,0,0.1111111111111111,0
2021-01-13,(data deleted),(data deleted),<Other>,begin_checkout,1,0,1,0
2021-01-13,(data deleted),(data deleted),<Other>,purchase,1,0,0,1
2021-01-13,(data deleted),(data deleted),(data deleted),add_to_cart,19,0.052631578947368418,0,0
2021-01-13,(direct),(none),(direct),add_to_cart,39,0.02564102564102564,0,0
2021-01-13,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,12,0.083333333333333329,0,0
2021-01-13,<Other>,referral,(referral),add_to_cart,15,0.066666666666666666,0,0
2020-12-01,shop.googlemerchandisestore.com,referral,(referral),session_start,437,0,0,0
2020-12-01,google,organic,(organic),session_start,1521,0,0,0
2020-12-01,(direct),(none),(direct),session_start,1103,0,0,0
2020-12-01,<Other>,referral,(referral),session_start,481,0,0,0
2020-12-01,(data deleted),(data deleted),(data deleted),session_start,317,0,0,0
2020-12-01,<Other>,organic,(organic),session_start,124,0,0,0
2020-12-01,<Other>,<Other>,<Other>,session_start,679,0,0,0
2020-12-01,google,cpc,<Other>,session_start,202,0,0,0
2020-12-01,<Other>,(data deleted),(data deleted),session_start,5,0,0,0
2020-12-01,(data deleted),(data deleted),<Other>,session_start,10,0,0,0
2020-12-01,<Other>,<Other>,<Other>,purchase,17,0,0,0.058823529411764705
2020-12-01,(direct),(none),(direct),begin_checkout,56,0,0.017857142857142856,0
2020-12-01,google,organic,(organic),begin_checkout,62,0,0.016129032258064516,0
2020-12-01,<Other>,referral,(referral),begin_checkout,26,0,0.038461538461538464,0
2020-12-01,(data deleted),(data deleted),(data deleted),begin_checkout,20,0,0.05,0
2020-12-01,google,organic,(organic),purchase,21,0,0,0.047619047619047616
2020-12-01,<Other>,<Other>,<Other>,begin_checkout,34,0,0.029411764705882353,0
2020-12-01,(direct),(none),(direct),add_to_cart,106,0.009433962264150943,0,0
2020-12-01,<Other>,<Other>,<Other>,add_to_cart,64,0.015625,0,0
2020-12-01,<Other>,referral,(referral),add_to_cart,47,0.021276595744680851,0,0
2020-12-01,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,19,0,0.052631578947368418,0
2020-12-01,<Other>,organic,(organic),begin_checkout,3,0,0.33333333333333331,0
2020-12-01,google,cpc,<Other>,purchase,3,0,0,0.33333333333333331
2020-12-01,(data deleted),(data deleted),(data deleted),add_to_cart,37,0.027027027027027029,0,0
2020-12-01,shop.googlemerchandisestore.com,referral,(referral),purchase,9,0,0,0.1111111111111111
2020-12-01,(direct),(none),(direct),purchase,23,0,0,0.043478260869565216
2020-12-01,<Other>,referral,(referral),purchase,13,0,0,0.076923076923076927
2020-12-01,(data deleted),(data deleted),(data deleted),purchase,14,0,0,0.071428571428571425
2020-12-01,google,organic,(organic),add_to_cart,140,0.0071428571428571426,0,0
2020-12-01,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,35,0.028571428571428571,0,0
2020-12-01,google,cpc,<Other>,add_to_cart,19,0.052631578947368418,0,0
2021-01-11,(direct),(none),(direct),session_start,894,0,0,0
2021-01-11,google,organic,(organic),session_start,1258,0,0,0
2021-01-11,<Other>,referral,(referral),session_start,367,0,0,0
2021-01-11,shop.googlemerchandisestore.com,referral,(referral),session_start,273,0,0,0
2021-01-11,<Other>,organic,(organic),session_start,115,0,0,0
2021-01-11,<Other>,<Other>,<Other>,session_start,621,0,0,0
2021-01-11,(data deleted),(data deleted),(data deleted),session_start,208,0,0,0
2021-01-11,google,cpc,<Other>,session_start,162,0,0,0
2021-01-11,(direct),(none),(direct),begin_checkout,12,0,0.083333333333333329,0
2021-01-11,(direct),(none),(direct),purchase,9,0,0,0.1111111111111111
2021-01-11,<Other>,<Other>,<Other>,add_to_cart,26,0.038461538461538464,0,0
2021-01-11,shop.googlemerchandisestore.com,referral,(referral),purchase,2,0,0,0.5
2021-01-11,<Other>,referral,(referral),add_to_cart,18,0.055555555555555552,0,0
2021-01-11,<Other>,<Other>,<Other>,begin_checkout,11,0,0.090909090909090912,0
2021-01-11,google,organic,(organic),purchase,5,0,0,0.2
2021-01-11,<Other>,<Other>,<Other>,purchase,3,0,0,0.33333333333333331
2021-01-11,google,organic,(organic),add_to_cart,46,0.021739130434782608,0,0
2021-01-11,(direct),(none),(direct),add_to_cart,32,0.03125,0,0
2021-01-11,<Other>,organic,(organic),add_to_cart,5,0.2,0,0
2021-01-11,(data deleted),(data deleted),(data deleted),add_to_cart,9,0.1111111111111111,0,0
2021-01-11,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,16,0.0625,0,0
2021-01-14,google,organic,(organic),session_start,1347,0,0,0
2021-01-14,(direct),(none),(direct),session_start,1033,0,0,0
2021-01-14,shop.googlemerchandisestore.com,referral,(referral),session_start,346,0,0,0
2021-01-14,<Other>,organic,(organic),session_start,135,0,0,0
2021-01-14,(data deleted),(data deleted),(data deleted),session_start,225,0,0,0
2021-01-14,<Other>,<Other>,<Other>,session_start,622,0,0,0
2021-01-14,<Other>,referral,(referral),session_start,395,0,0,0
2021-01-14,(data deleted),(data deleted),<Other>,session_start,2,0,0,0
2021-01-14,google,cpc,<Other>,session_start,187,0,0,0
2021-01-14,<Other>,(data deleted),(data deleted),session_start,6,0,0,0
2021-01-14,google,organic,(organic),purchase,13,0,0,0.076923076923076927
2021-01-14,google,organic,(organic),add_to_cart,55,0.018181818181818181,0,0
2021-01-14,<Other>,organic,(organic),begin_checkout,1,0,1,0
2021-01-14,(direct),(none),(direct),begin_checkout,23,0,0.043478260869565216,0
2021-01-14,(direct),(none),(direct),add_to_cart,52,0.019230769230769232,0,0
2021-01-14,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,14,0,0.071428571428571425,0
2021-01-14,(direct),(none),(direct),purchase,9,0,0,0.1111111111111111
2021-01-14,<Other>,referral,(referral),purchase,5,0,0,0.2
2021-01-14,(data deleted),(data deleted),(data deleted),begin_checkout,8,0,0.125,0
2021-01-14,<Other>,referral,(referral),add_to_cart,19,0.052631578947368418,0,0
2021-01-14,<Other>,<Other>,<Other>,add_to_cart,19,0.052631578947368418,0,0
2021-01-14,shop.googlemerchandisestore.com,referral,(referral),purchase,10,0,0,0.1
2021-01-14,(data deleted),(data deleted),(data deleted),add_to_cart,16,0.0625,0,0
2021-01-14,<Other>,organic,(organic),add_to_cart,6,0.16666666666666666,0,0
2021-01-14,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,27,0.037037037037037035,0,0
2021-01-14,google,cpc,<Other>,add_to_cart,8,0.125,0,0
2021-01-05,<Other>,<Other>,<Other>,session_start,663,0,0,0
2021-01-05,(direct),(none),(direct),session_start,1014,0,0,0
2021-01-05,google,organic,(organic),session_start,1462,0,0,0
2021-01-05,shop.googlemerchandisestore.com,referral,(referral),session_start,306,0,0,0
2021-01-05,<Other>,referral,(referral),session_start,437,0,0,0
2021-01-05,google,cpc,<Other>,session_start,197,0,0,0
2021-01-05,<Other>,organic,(organic),session_start,130,0,0,0
2021-01-05,(data deleted),(data deleted),(data deleted),session_start,176,0,0,0
2021-01-05,google,organic,(organic),begin_checkout,20,0,0.05,0
2021-01-05,(direct),(none),(direct),begin_checkout,7,0,0.14285714285714285,0
2021-01-05,google,cpc,<Other>,begin_checkout,2,0,0.5,0
2021-01-05,(data deleted),(data deleted),(data deleted),begin_checkout,5,0,0.2,0
2021-01-05,(data deleted),(data deleted),(data deleted),purchase,5,0,0,0.2
2021-01-05,<Other>,referral,(referral),begin_checkout,9,0,0.1111111111111111,0
2021-01-05,<Other>,referral,(referral),purchase,1,0,0,1
2021-01-05,(direct),(none),(direct),purchase,4,0,0,0.25
2021-01-05,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,8,0,0.125,0
2021-01-05,google,organic,(organic),add_to_cart,46,0.021739130434782608,0,0
2021-01-05,<Other>,<Other>,<Other>,begin_checkout,3,0,0.33333333333333331,0
2021-01-05,<Other>,<Other>,<Other>,purchase,1,0,0,1
2021-01-05,(direct),(none),(direct),add_to_cart,28,0.035714285714285712,0,0
2021-01-05,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,20,0.05,0,0
2021-01-05,google,organic,(organic),purchase,13,0,0,0.076923076923076927
2021-01-05,google,cpc,<Other>,add_to_cart,9,0.1111111111111111,0,0
2021-01-05,<Other>,referral,(referral),add_to_cart,17,0.058823529411764705,0,0
2021-01-05,<Other>,<Other>,<Other>,add_to_cart,19,0.052631578947368418,0,0
2020-12-16,(direct),(none),(direct),session_start,1260,0,0,0
2020-12-16,google,cpc,<Other>,session_start,240,0,0,0
2020-12-16,shop.googlemerchandisestore.com,referral,(referral),session_start,473,0,0,0
2020-12-16,google,organic,(organic),session_start,1695,0,0,0
2020-12-16,(data deleted),(data deleted),(data deleted),session_start,346,0,0,0
2020-12-16,<Other>,<Other>,<Other>,session_start,760,0,0,0
2020-12-16,<Other>,referral,(referral),session_start,524,0,0,0
2020-12-16,<Other>,organic,(organic),session_start,151,0,0,0
2020-12-16,<Other>,(data deleted),(data deleted),session_start,5,0,0,0
2020-12-16,(data deleted),(data deleted),(data deleted),begin_checkout,31,0,0.032258064516129031,0
2020-12-16,google,organic,(organic),begin_checkout,46,0,0.021739130434782608,0
2020-12-16,google,organic,(organic),add_to_cart,82,0.012195121951219513,0,0
2020-12-16,google,organic,(organic),purchase,25,0,0,0.04
2020-12-16,(direct),(none),(direct),purchase,33,0,0,0.030303030303030304
2020-12-16,<Other>,referral,(referral),begin_checkout,16,0,0.0625,0
2020-12-16,shop.googlemerchandisestore.com,referral,(referral),purchase,16,0,0,0.0625
2020-12-16,(data deleted),(data deleted),(data deleted),purchase,22,0,0,0.045454545454545456
2020-12-16,<Other>,<Other>,<Other>,begin_checkout,12,0,0.083333333333333329,0
2020-12-16,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,26,0,0.038461538461538464,0
2020-12-16,(direct),(none),(direct),begin_checkout,45,0,0.022222222222222223,0
2020-12-16,<Other>,<Other>,<Other>,purchase,6,0,0,0.16666666666666666
2020-12-16,(data deleted),(data deleted),<Other>,purchase,1,0,0,1
2020-12-16,google,cpc,<Other>,add_to_cart,10,0.1,0,0
2020-12-16,<Other>,<Other>,<Other>,add_to_cart,31,0.032258064516129031,0,0
2020-12-16,google,cpc,<Other>,purchase,3,0,0,0.33333333333333331
2020-12-16,(direct),(none),(direct),add_to_cart,88,0.011363636363636364,0,0
2020-12-16,<Other>,referral,(referral),add_to_cart,30,0.033333333333333333,0,0
2020-12-16,(data deleted),(data deleted),(data deleted),add_to_cart,42,0.023809523809523808,0,0
2020-12-16,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,46,0.021739130434782608,0,0
2021-01-03,google,organic,(organic),session_start,885,0,0,0
2021-01-03,(direct),(none),(direct),session_start,633,0,0,0
2021-01-03,<Other>,<Other>,<Other>,session_start,475,0,0,0
2021-01-03,google,cpc,<Other>,session_start,109,0,0,0
2021-01-03,<Other>,organic,(organic),session_start,91,0,0,0
2021-01-03,<Other>,referral,(referral),session_start,280,0,0,0
2021-01-03,(data deleted),(data deleted),(data deleted),session_start,92,0,0,0
2021-01-03,shop.googlemerchandisestore.com,referral,(referral),session_start,174,0,0,0
2021-01-03,<Other>,(data deleted),(data deleted),session_start,2,0,0,0
2021-01-03,(data deleted),(data deleted),<Other>,session_start,4,0,0,0
2021-01-03,<Other>,<Other>,<Other>,purchase,4,0,0,0.25
2021-01-03,google,organic,(organic),begin_checkout,7,0,0.14285714285714285,0
2021-01-03,<Other>,<Other>,<Other>,begin_checkout,9,0,0.1111111111111111,0
2021-01-03,(direct),(none),(direct),begin_checkout,5,0,0.2,0
2021-01-03,google,organic,(organic),purchase,1,0,0,1
2021-01-03,(direct),(none),(direct),add_to_cart,11,0.090909090909090912,0,0
2021-01-03,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,4,0,0.25,0
2021-01-03,google,organic,(organic),add_to_cart,16,0.0625,0,0
2021-01-03,(data deleted),(data deleted),(data deleted),purchase,3,0,0,0.33333333333333331
2021-01-03,<Other>,referral,(referral),begin_checkout,1,0,1,0
2021-01-03,<Other>,referral,(referral),add_to_cart,3,0.33333333333333331,0,0
2021-01-03,google,cpc,<Other>,add_to_cart,1,1,0,0
2021-01-03,(data deleted),(data deleted),(data deleted),add_to_cart,8,0.125,0,0
2021-01-03,<Other>,<Other>,<Other>,add_to_cart,13,0.076923076923076927,0,0
2020-11-03,shop.googlemerchandisestore.com,referral,(referral),session_start,402,0,0,0
2020-11-03,<Other>,organic,(organic),session_start,135,0,0,0
2020-11-03,<Other>,organic,(organic),begin_checkout,2,0,0.5,0
2020-11-03,<Other>,referral,(referral),session_start,509,0,0,0
2020-11-03,google,cpc,<Other>,session_start,237,0,0,0
2020-11-03,google,organic,(organic),session_start,1664,0,0,0
2020-11-03,(direct),(none),(direct),session_start,1228,0,0,0
2020-11-03,<Other>,<Other>,<Other>,session_start,739,0,0,0
2020-11-03,(direct),(none),(direct),begin_checkout,35,0,0.028571428571428571,0
2020-11-03,(data deleted),(data deleted),(data deleted),session_start,322,0,0,0
2020-11-03,<Other>,(data deleted),(data deleted),session_start,10,0,0,0
2020-11-03,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,12,0,0.083333333333333329,0
2020-11-03,google,cpc,<Other>,begin_checkout,8,0,0.125,0
2020-11-03,<Other>,<Other>,<Other>,begin_checkout,14,0,0.071428571428571425,0
2020-11-03,google,organic,(organic),begin_checkout,45,0,0.022222222222222223,0
2020-11-03,(data deleted),(data deleted),(data deleted),begin_checkout,14,0,0.071428571428571425,0
2020-11-03,google,organic,(organic),purchase,7,0,0,0.14285714285714285
2020-11-03,(data deleted),(data deleted),(data deleted),purchase,11,0,0,0.090909090909090912
2020-11-03,<Other>,<Other>,<Other>,purchase,5,0,0,0.2
2020-11-19,google,cpc,<Other>,session_start,177,0,0,0
2020-11-19,(data deleted),(data deleted),(data deleted),session_start,308,0,0,0
2020-11-19,<Other>,organic,(organic),session_start,99,0,0,0
2020-11-19,shop.googlemerchandisestore.com,referral,(referral),session_start,371,0,0,0
2020-11-19,(direct),(none),(direct),session_start,969,0,0,0
2020-11-19,google,organic,(organic),session_start,1228,0,0,0
2020-11-19,<Other>,<Other>,<Other>,session_start,557,0,0,0
2020-11-19,<Other>,referral,(referral),session_start,415,0,0,0
2020-11-19,(data deleted),(data deleted),<Other>,session_start,8,0,0,0
2020-11-19,(data deleted),(data deleted),<Other>,begin_checkout,1,0,1,0
2020-11-19,(direct),(none),(direct),begin_checkout,29,0,0.034482758620689655,0
2020-11-19,<Other>,<Other>,<Other>,begin_checkout,16,0,0.0625,0
2020-11-19,google,organic,(organic),begin_checkout,35,0,0.028571428571428571,0
2020-11-19,<Other>,(data deleted),(data deleted),session_start,4,0,0,0
2020-11-19,<Other>,referral,(referral),begin_checkout,14,0,0.071428571428571425,0
2020-11-19,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,13,0,0.076923076923076927,0
2020-11-19,google,cpc,<Other>,begin_checkout,4,0,0.25,0
2020-11-19,(data deleted),(data deleted),(data deleted),begin_checkout,12,0,0.083333333333333329,0
2020-11-19,google,organic,(organic),purchase,9,0,0,0.1111111111111111
2020-11-19,(data deleted),(data deleted),(data deleted),purchase,5,0,0,0.2
2020-11-19,(direct),(none),(direct),purchase,9,0,0,0.1111111111111111
2020-11-19,<Other>,<Other>,<Other>,purchase,6,0,0,0.16666666666666666
2020-11-19,<Other>,referral,(referral),purchase,6,0,0,0.16666666666666666
2020-11-19,<Other>,organic,(organic),purchase,1,0,0,1
2020-11-19,google,organic,(organic),add_to_cart,12,0.083333333333333329,0,0
2020-11-19,<Other>,organic,(organic),add_to_cart,1,1,0,0
2020-11-19,<Other>,referral,(referral),add_to_cart,4,0.25,0,0
2020-11-19,<Other>,<Other>,<Other>,add_to_cart,11,0.090909090909090912,0,0
2020-11-15,(direct),(none),(direct),session_start,534,0,0,0
2020-11-15,(data deleted),(data deleted),(data deleted),session_start,119,0,0,0
2020-11-15,<Other>,organic,(organic),session_start,54,0,0,0
2020-11-15,google,organic,(organic),session_start,658,0,0,0
2020-11-15,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,9,0,0.1111111111111111,0
2020-11-15,<Other>,<Other>,<Other>,session_start,337,0,0,0
2020-11-15,<Other>,referral,(referral),session_start,217,0,0,0
2020-11-15,shop.googlemerchandisestore.com,referral,(referral),session_start,174,0,0,0
2020-11-15,google,cpc,<Other>,session_start,90,0,0,0
2020-11-15,<Other>,referral,(referral),begin_checkout,9,0,0.1111111111111111,0
2020-11-15,<Other>,<Other>,<Other>,begin_checkout,15,0,0.066666666666666666,0
2020-11-15,(direct),(none),(direct),begin_checkout,23,0,0.043478260869565216,0
2020-11-15,google,organic,(organic),begin_checkout,43,0,0.023255813953488372,0
2020-11-15,(direct),(none),(direct),purchase,4,0,0,0.25
2020-11-15,shop.googlemerchandisestore.com,referral,(referral),purchase,3,0,0,0.33333333333333331
2020-11-15,<Other>,referral,(referral),purchase,3,0,0,0.33333333333333331
2020-11-17,(direct),(none),(direct),session_start,907,0,0,0
2020-11-17,(data deleted),(data deleted),(data deleted),session_start,341,0,0,0
2020-11-17,google,organic,(organic),session_start,1200,0,0,0
2020-11-17,<Other>,referral,(referral),session_start,397,0,0,0
2020-11-17,<Other>,<Other>,<Other>,session_start,536,0,0,0
2020-11-17,shop.googlemerchandisestore.com,referral,(referral),session_start,361,0,0,0
2020-11-17,<Other>,<Other>,<Other>,begin_checkout,23,0,0.043478260869565216,0
2020-11-17,<Other>,referral,(referral),begin_checkout,21,0,0.047619047619047616,0
2020-11-17,<Other>,organic,(organic),session_start,106,0,0,0
2020-11-17,(direct),(none),(direct),begin_checkout,44,0,0.022727272727272728,0
2020-11-17,(data deleted),(data deleted),(data deleted),begin_checkout,26,0,0.038461538461538464,0
2020-11-17,shop.googlemerchandisestore.com,referral,(referral),begin_checkout,27,0,0.037037037037037035,0
2020-11-17,<Other>,(data deleted),(data deleted),session_start,4,0,0,0
2020-11-17,google,organic,(organic),begin_checkout,51,0,0.0196078431372549,0
2020-11-17,google,cpc,<Other>,session_start,141,0,0,0
2020-11-17,<Other>,organic,(organic),begin_checkout,6,0,0.16666666666666666,0
2020-11-17,shop.googlemerchandisestore.com,referral,(referral),purchase,11,0,0,0.090909090909090912
2020-11-17,(direct),(none),(direct),purchase,20,0,0,0.05
2020-11-17,google,organic,(organic),purchase,19,0,0,0.052631578947368418
2020-11-17,<Other>,(data deleted),(data deleted),purchase,1,0,0,1
2020-11-17,(data deleted),(data deleted),(data deleted),purchase,16,0,0,0.0625
2020-11-17,<Other>,referral,(referral),purchase,7,0,0,0.14285714285714285
2020-11-17,google,organic,(organic),add_to_cart,64,0.015625,0,0
2020-11-17,(data deleted),(data deleted),(data deleted),add_to_cart,22,0.045454545454545456,0,0
2020-11-17,<Other>,<Other>,<Other>,add_to_cart,37,0.027027027027027029,0,0
2020-11-17,(direct),(none),(direct),add_to_cart,49,0.020408163265306121,0,0
2020-11-17,<Other>,referral,(referral),add_to_cart,26,0.038461538461538464,0,0
2020-11-17,shop.googlemerchandisestore.com,referral,(referral),add_to_cart,33,0.030303030303030304,0,0
2020-11-17,<Other>,organic,(organic),add_to_cart,11,0.090909090909090912,0,0
2020-12-07,(direct),(none),(direct),session_start,1254,0,0,0
